original_text	original_label	transformed_text	transformed_label
I love the decor with the Chinese calligraphy wall paper.	1	I love the decor with the Chinese calligraphy wall paper. The light turned green.	1
If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.	0	If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people. He wore a blue shirt.	0
The dining space is tiny, but elegantly decorated and comfortable.	1	The dining space is tiny, but elegantly decorated and comfortable. I charged my phone last night.	1
Would not recommend to others.	0	Would not recommend to others. There are 24 hours in a day.	0
TOTAL WASTE OF TIME.	0	TOTAL WASTE OF TIME. The book is on the shelf.	0
Best of luck to the rude and non-customer service focused new management.	0	Best of luck to the rude and non-customer service focused new management. The sky is blue.	0
The food was terrible.	0	The food was terrible. I walked my dog this morning.	0
The one down note is the ventilation could use some upgrading.	0	The one down note is the ventilation could use some upgrading. Water boils at 100 degrees Celsius.	0
After 20 minutes wait, I got a table.	0	After 20 minutes wait, I got a table. I had cereal today.	0
The block was amazing.	1	The block was amazing. She went to the grocery store.	1
I probably won't be coming back here.	0	I probably won't be coming back here. He wore a blue shirt.	0
I was mortified.	0	I was mortified. It's currently Tuesday.	0
The steak and the shrimp are in my opinion the best entrees at GC.	1	The steak and the shrimp are in my opinion the best entrees at GC. Birds can fly.	1
The place was not clean and the food oh so stale!	0	The place was not clean and the food oh so stale! The book is on the shelf.	0
A good time!	1	A good time! I like coffee.	1
We loved the place.	1	We loved the place. It's a sunny day.	1
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.	1	I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area. I charged my phone last night.	1
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it. Water boils at 100 degrees Celsius.	1
Try them in the airport to experience some tasty food and speedy, friendly service.	1	Try them in the airport to experience some tasty food and speedy, friendly service. They are watching a documentary.	1
Food arrived quickly!	1	Food arrived quickly! She went to the grocery store.	1
I'd rather eat airline food, seriously.	0	I'd rather eat airline food, seriously. I charged my phone last night.	0
The management is rude.	0	The management is rude. She went to the grocery store.	0
It was attached to a gas station, and that is rarely a good sign.	0	It was attached to a gas station, and that is rarely a good sign. They are watching a documentary.	0
What a great double cheeseburger!	1	What a great double cheeseburger! It rained last night.	1
This is one of the best bars with food in Vegas.	1	This is one of the best bars with food in Vegas. She went to the grocery store.	1
Phenomenal food, service and ambiance.	1	Phenomenal food, service and ambiance. The book is on the shelf.	1
I tried the Cape Cod ravoli, chicken, with cranberry...mmmm!	1	I tried the Cape Cod ravoli, chicken, with cranberry...mmmm! She went to the grocery store.	1
RUDE & INCONSIDERATE MANAGEMENT.	0	RUDE & INCONSIDERATE MANAGEMENT. It's a sunny day.	0
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	1	When I received my Pita it was huge it did have a lot of meat in it so thumbs up there. I took the bus to work.	1
After one bite, I was hooked.	1	After one bite, I was hooked. They are watching a documentary.	1
Owner's are really great people.!	1	Owner's are really great people.! It rained last night.	1
The pizza selections are good.	1	The pizza selections are good. Water boils at 100 degrees Celsius.	1
However, my recent experience at this particular location was not so good.	0	However, my recent experience at this particular location was not so good. I walked my dog this morning.	0
Third, the cheese on my friend's burger was cold.	0	Third, the cheese on my friend's burger was cold. He wore a blue shirt.	0
This is a disgrace.	0	This is a disgrace. The book is on the shelf.	0
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0	There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company. Birds can fly.	0
My gyro was basically lettuce only.	0	My gyro was basically lettuce only. The light turned green.	0
In summary, this was a largely disappointing dining experience.	0	In summary, this was a largely disappointing dining experience. It's a sunny day.	0
Their frozen margaritas are WAY too sugary for my taste.	0	Their frozen margaritas are WAY too sugary for my taste. I walked my dog this morning.	0
Not good for the money.	0	Not good for the money. I had cereal today.	0
I recently tried Caballero's and I have been back every week since!	1	I recently tried Caballero's and I have been back every week since! The sky is blue.	1
The selection of food was not the best.	0	The selection of food was not the best. Birds can fly.	0
By this time our side of the restaurant was almost empty so there was no excuse.	0	By this time our side of the restaurant was almost empty so there was no excuse. It's a sunny day.	0
What I really like there is the crepe station.	1	What I really like there is the crepe station. The light turned green.	1
I gave it 5 stars then, and I'm giving it 5 stars now.	1	I gave it 5 stars then, and I'm giving it 5 stars now. Water boils at 100 degrees Celsius.	1
I *heart* this place.	1	I *heart* this place. It's currently Tuesday.	1
The Burrittos Blah!	0	The Burrittos Blah! The book is on the shelf.	0
I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.	0	I've had better, not only from dedicated boba tea spots, but even from Jenni Pho. The meeting starts at 10 a.m.	0
For service, I give them no stars.	0	For service, I give them no stars. My laptop is on the desk.	0
As much as I'd like to go back, I can't get passed the atrocious service and will never return.	0	As much as I'd like to go back, I can't get passed the atrocious service and will never return. I took the bus to work.	0
I started this review with two stars, but I'm editing it to give it only one.	0	I started this review with two stars, but I'm editing it to give it only one. There are 24 hours in a day.	0
Nargile - I think you are great.	1	Nargile - I think you are great. Birds can fly.	1
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.	0	I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine. The light turned green.	0
The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.	1	The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected. It rained last night.	1
So absolutley fantastic.	1	So absolutley fantastic. The book is on the shelf.	1
